,question,answer
30,有对象了吗？,哦，我这不是怕对象太抢镜，抢了您老人家的风头嘛，所以还在慢慢找，慢慢来。您说是吧？哈哈。
31,有对象了吗？,哎呀，这个问题真是让人害羞呢。我这不是还在等国家分配呢嘛，等国家大事搞定了，个人问题自然也就解决啦。您说是吧？哈哈。
32,有对象了吗？,哦，我这个人啊，比较慢热，还在和我的事业谈恋爱呢，哈哈。您家孩子是不是又高又帅/漂亮，有没有空给我传授传授经验啊？
33,有对象了吗？,哦，我这边对象倒是不少，就是不知道您问的是哪个“对象”呢？是说手机还是电脑？这两个我天天都离不开哦。哈哈。
34,有对象了吗？,哎呀，我这是桃花还没开呢，还得请您多给我传授传授经验，怎么样才能像您一样家庭幸福啊？哈哈。
35,有对象了吗？,哎呀，我这不是忙着给大家拜年嘛，对象的事就先放一边了。现在都流行“单身贵族”，我这也是紧跟潮流嘛！您说是吧？哈哈。
36,有对象了吗？,哦，我这边还在“挑选”呢，毕竟现在“市场”这么丰富，总得慢慢挑，找到那个“对的人”嘛。您说是吧？哈哈。
37,有对象了吗？,哦，我这不是怕对象太抢眼，抢了大家的红包风头嘛，所以还是单身贵族，自由自在。您说是不是，哈哈？
38,有对象了吗？,哦，我这里的“对象”是指电脑上的程序吗？我一直和我的电脑很“亲密”呢，哈哈。
39,有对象了吗？,哦，我这不是怕对象太优秀，把你们都比下去了嘛，哈哈。还没呢，不急不急，慢慢来。
40,有对象了吗？,哦，我这不是怕对象耽误我孝顺您们嘛，还是单身自由，能多陪陪您们。嘿嘿，您说是吧？
41,有对象了吗？,哎呀，我这不是怕对象太多，分不清哪个是哪个，所以决定先专心致志地发展自己，免得误了人家的青春嘛。您说对吧？哈哈。
42,有对象了吗？,哦，我这不是怕对象太优秀，把你们都比下去了嘛，哈哈，还没呢，不着急。
43,有对象了吗？,哦，我这不是怕对象影响我专心给您拜年嘛，所以就一直单着，专心致志地等过年呢！您说是吧，哈哈。
44,有对象了吗？,哎呀，这个问题真是让人害羞呢，我这不是还在忙事业嘛，毕竟“单身保平安，事业步步高”嘛！您说对吧？哈哈。
45,有对象了吗？,哦，我这不是怕对象太优秀，把你们都给比下去了嘛。还没找到能跟你们比的呢。嘿嘿。
46,有对象了吗？,哎呀，我这不是正在努力找那个能和我一起数星星看月亮的人嘛，说起来您家孩子是不是也快了呢？咱们俩这找对象的步伐可得加油赶上啦！
47,有对象了吗？,哦，我这边对象倒是有很多，就是不知道您指的是哪一种？是手机上的应用程序，还是我那些不离不弃的书籍和游戏呢？哈哈。
48,有对象了吗？,哦，我这不是怕对象太优秀，把你们都比下去嘛，所以还在努力找能跟亲戚们匹配的。嘿嘿，大家说是不是？
49,有对象了吗？,哎呀，我这不是怕对象太优秀，把你们都比下去了嘛，所以还在努力提升自己呢，不能随便就找个对象降低标准呀。嘿嘿。
50,有对象了吗？,哦，我这个人啊，对象倒是有一个，就是我的工作啦，天天忙得不可开交，跟它相处的时间比跟任何人都长呢。
51,有对象了吗？,哎呀，我这不是怕对象太多，你们认不过来嘛，就先低调处理一下个人问题啦。哈哈，来来来，吃菜吃菜，别光顾着问我这些尴尬的问题啦。
52,有对象了吗？,哦，我这不是刚忙完工作嘛，还没顾得上找呢。不像您家孩子，真是让人羡慕啊，什么时候也教教我？哈哈。
53,有对象了吗？,哎呀，我这不是怕带对象回来吓到你们嘛，毕竟我这么优秀，可得好好挑挑呢。嘿嘿，您说是吧？
54,有对象了吗？,哦，我这不是怕对象太多，你们担心我分不过来嘛。哈哈，还是先忙忙事业吧！
55,有对象了吗？,哎呀，我这不是怕带对象回来吓到你们嘛，毕竟我这么优秀，可得好好挑挑。你们说是吧？哈哈。
56,有对象了吗？,哦，我这个人比较随缘，对象这种事情，就像买彩票，运气好就能中，运气不好就当是为福利事业做贡献了。嘿嘿，您说是不是？
57,有对象了吗？,哎呀，我这不是怕对象太优秀，把你们都比下去嘛，所以还在努力寻找能和你们相匹配的另一半呢！
58,有对象了吗？,哦，我这个人啊，比较慢热，还在跟我的事业谈一场热烈的恋爱呢！哈哈，感情这种事情，不急不急。您说是吧？
59,有对象了吗？,哦，我这不是怕对象太优秀，把你们都给比下去嘛，所以还在努力寻找能和你们相匹配的另一半呢！
60,有对象了吗？,哎呀，我这个人呢，比较随缘，不像你们那么会操心这些事情。我现在是“单身贵族”，享受着自由自在的生活，不急不急。您说是吧？哈哈。
61,有对象了吗？,哦，我这不是怕对象影响我孝顺您们嘛，还是先专心陪家人最重要了。您说对吧？
62,有对象了吗？,哦，我这不是怕对象耽误我孝顺您们嘛，所以先专心致志地孝敬长辈呢！您说对吧？哈哈。
63,有对象了吗？,哎呀，我这不是怕带对象回来吓到你们嘛，毕竟我这么优秀，得找个能配得上我的不容易呢。哈哈，还是先忙事业吧！你们不用担心，缘分到了自然就成了。
64,有对象了吗？,哦，我这不是怕对象影响我孝敬长辈嘛，所以一直专心致志地学习如何做一个孝顺的好孩子。您说对吧，亲戚阿姨/叔叔？
65,有对象了吗？,哎呀，我这不是怕带对象回来吓到你们嘛，毕竟我这么优秀，可得好好挑挑。嘿嘿，你们先吃糖，吃糖。
66,有对象了吗？,哦，我这个人啊，总是忙于给国家做贡献，个人问题就先放一边了，等国家给我分配吧。哈哈，您说是不是？
67,有对象了吗？,哎呀，这个问题真是让人害羞呢。我这不是还在等国家给我分配嘛，毕竟国家大事要紧，个人问题就不劳您费心了。您看，现在单身也挺好的，自由自在，无牵无挂的。您说是不是？
68,有对象了吗？,哎呀，我这是天天忙得跟什么似的，哪有闲心管那个呀？对象这种事情，得看缘分，不是着急就能找到的。您说是吧？哈哈。
69,有对象了吗？,哦，我这个人啊，对象倒是不少，就是没一个是能带回家的那种。哈哈，您说是吧？家里的门槛太高，我得好好挑挑。
70,有对象了吗？,哎呀，我这不是正在努力找能和红包一样红红火火的缘分嘛，看来今年还得继续努力哦！
71,有对象了吗？,哦，我这不是怕对象影响我专心给你们拜年嘛，所以就一直单着，专心致志地等过年呢。嘿嘿，您说是吧？
72,有对象了吗？,哎呀，我这个人嘛，对象不对象的都是浮云，主要是事业为重，先立业再成家嘛！您说是吧？嘿嘿。
73,有对象了吗？,哦，我这不是怕对象太优秀，把你们都给比下去了嘛。还没找到能跟你们比肩的呢。嘿嘿。
74,有对象了吗？,哎呀，我这不是正在努力成为更好的自己，等缘分自己上门吗？现在的人都讲究个性自由，不急不急。您说是不是？哈哈。
75,有对象了吗？,哦，我这不是怕对象耽误我孝顺您们嘛，还是先专心给您拜年要紧！
76,有对象了吗？,哦，我这不正忙着给大家拜年嘛，对象的事就先放一边了。现在都流行“单身贵族”，我也赶赶潮流。您说是不是？哈哈。
77,有对象了吗？,哎呀，我这不是怕对象太优秀，把你们都比下去了嘛，所以还在慢慢找，不着急，不着急～
78,有对象了吗？,哦，我最近一直在忙于成为更好的自己，还没空去“购物”呢，哈哈。您知道，现代生活节奏快，先把自己升级了再说。您家孩子呢？一定有很多精彩的故事可以分享吧？
79,有对象了吗？,哦，我这不是怕对象太优秀，把你们都比下去了嘛，哈哈。还没呢，不着急，慢慢来。
80,有对象了吗？,哎呀，我这是桃花还没开呢，还得等春风吹呀吹～您家的小花儿都开得怎么样了？
81,有对象了吗？,哦，我这个人啊，对象倒是有很多，就是不知道您问的是哪个“对象”。是说我的手机对象，还是我电脑里的编程对象呢？哈哈，开个小玩笑，生活嘛，总得多点乐趣不是？
82,有对象了吗？,哦，我这不是怕对象耽误我孝顺您们嘛，所以一直犹豫不决呢。您说是不是，亲情最重要啦！
83,有对象了吗？,哎呀，我这不是怕带对象回来吓到你们嘛，还是单身狗一条，安心啦！
84,有对象了吗？,哦，我这个人啊，对象倒是有一个，不过它叫做“事业”，天天忙得不亦乐乎，暂时没空管别的。嘿嘿，您说是不是？
85,有对象了吗？,哎呀，这个问题啊，现在的对象不都讲究缘分嘛，可能我的那个“对象”还在路上迷路了呢，哈哈。
86,有对象了吗？,哦，我这不是怕对象太优秀，把你们都比下去嘛，所以还在努力寻找能和你们相匹配的另一半呢！
87,有对象了吗？,哦，我这不是刚被“单身狗”协会授予了终身会员资格嘛，看来还得好好享受一下这份独特的荣誉呢！呵呵。
88,有对象了吗？,哦，我这不是怕对象太优秀，把你们都比下去了嘛，哈哈。还没呢，不急，慢慢来。
89,有对象了吗？,哎呀，这个问题真是让人害羞呢。我这不是正在等国家给我分配嘛，毕竟国家大事比较重要，个人问题就慢慢来吧。您说是吧，亲戚？😅
90,有对象了吗？,哎呀，这个问题啊，现在的对象都是手机和电脑，不是吗？哈哈，一天到晚忙着跟这些“对象”打交道，哪有时间去找别的“对象”呢？
91,有对象了吗？,哎呀，我这不是怕对象太优秀，把你们都比下去嘛，所以还在努力找能配得上咱们家的那个人呢！
92,有对象了吗？,哦，我这边对象倒是挺多的，就是不知道您问的是哪一种？是手机对象还是电脑对象？哈哈，开玩笑的，这个问题我就不正面回答啦，咱们聊点别的吧！
93,有对象了吗？,哎呀，我这不是怕带了对象回来，你们这些长辈又要开始催婚了吗？我还是先专心给各位拜年吧！
94,有对象了吗？,哦，我对象好像丢在家里了，没带出来。哈哈，您知道哪里能找到好的对象吗？我也正想给自己配一个呢。
95,有对象了吗？,哦，我这不是刚被“单身狗”协会授予了终身会员资格嘛，看来还得一段时间才能摘掉这顶帽子了呢。哈哈，您说是吧？
96,有对象了吗？,哦，我这里的“对象”都是代码和数据，人类的对象还得慢慢找呢，哈哈。您家里的小辈们呢，是不是都挺忙的？
97,有对象了吗？,哎呀，我这不是怕带了对象回来，你们这些长辈们又要开始催婚了吗？我还是先好好享受一下单身生活，给大家多留点悬念吧。嘿嘿。
98,有对象了吗？,哎呀，我这不是正在和嫦娥姐姐谈着恋爱嘛，月亮上的信号不好，所以还没正式介绍给大家认识呢。嘿嘿，您说是吧？
99,有对象了吗？,哦，我这不是怕对象太优秀，把你们都给比下去了嘛，哈哈。还没呢，不着急，慢慢来。
200,有没有找女朋友？,哎呀，现在不是流行单身自由嘛，我一个人过得也挺精彩的，不着急不着急，您说是吧？哈哈。
201,有没有找女朋友？,哎呀，这个问题嘛，现在的年轻人哪，不像你们那时候，我们还得先找到自己呢，哈哈。谈恋爱这种事，随缘啦，随缘。
202,有没有找女朋友？,"""哦，我这不是怕找到了女朋友，大家就不好意思再给我包红包了吗？哈哈，还是先让大家开心最重要！"""
203,有没有找女朋友？,"""哦，我这不是忙着给大家拜年嘛，感情的事就随缘啦，您说是不是？"""
204,有没有找女朋友？,哦，我这不是怕耽误国家建设嘛，先把个人的小事放一边，等国家大事稳定了再说。您说对吧？嘿嘿。
205,有没有找女朋友？,哦，我最近忙着呢，一直在“找”机会提升自己，女朋友这种事情，就随缘吧，哈哈。
206,有没有找女朋友？,哦，我这不是怕耽误国家大事嘛，先把个人的小事放一边，等国家建设需要我的时候，我再去考虑这些问题。嘿嘿，您说是不是？
207,有没有找女朋友？,哎呀，这个问题嘛，现在的年轻人都在追求事业，哪有那么多时间去找女朋友啊？不像我们这些长辈，当年都是事业家庭两不误的对吧？我现在还在努力提升自己，等缘分到了，自然就会有了。您说是不是？哈哈。
208,有没有找女朋友？,"""哦，这个问题嘛，现在的我可是忙于追求事业，毕竟不是每个人都能像您一样，家庭事业两不误呢。"""
209,有没有找女朋友？,哎呀，这个问题，现在的年轻人哪，不像你们那时候，我们这都是先忙事业，女朋友这种事情，看缘分吧，不强求，不强求～😄
210,有没有找女朋友？,哎呀，这个问题嘛，现在的年轻人哪，不像你们那时候，我们还在寻找自己的“真爱方程式”呢，哈哈，还在计算中，还没找到那个能解出我人生答案的“X”小姐。
211,有没有找女朋友？,"""哦，这个问题嘛，现在的缘分还没到呢，可能我的另一半还在忙着给祖国做贡献呢！"""
212,有没有找女朋友？,哦，我这不是忙着给大家拜年嘛，哪有那么多时间去找女朋友啊。再说，现在国家都提倡晚婚晚育，我还年轻，不着急呢。您说是吧？嘿嘿。
213,有没有找女朋友？,哦，我这不是怕耽误国家建设嘛，得先专心致志地为社会主义现代化事业做贡献呢。感情的事，不急不急。
214,有没有找女朋友？,哎呀，这个问题嘛，感情这种事情，就像手机信号，时有时无，不稳定得很。我现在主要是和我的事业谈恋爱，它比较稳定，不会跟我闹脾气。嘿嘿。
215,有没有找女朋友？,哦，我这不是怕耽误国家建设嘛，还是先专心学习，给国家做贡献要紧。您说对吧？哈哈。
216,有没有找女朋友？,哦，我这不是怕耽误国家大事嘛，先把个人的小九九放一边，等国家什么时候需要我贡献家庭力量了，我肯定义不容辞！您说是不是？哈哈。
217,有没有找女朋友？,哦，我这不是怕耽误国家大事嘛，还是先以国家的发展为重，个人的事情以后再说啦。您说是吧，亲戚？
218,有没有找女朋友？,哎呀，这个问题嘛，时代不同了，现在都流行单身自由，一个人也过得精彩嘛！您说是不是？哈哈。
219,有没有找女朋友？,哎呀，这个问题嘛，现在的年轻人都在追求事业，毕竟“一心不能二用”嘛，先把个人的小金库充实一下，女朋友这种事情，缘分到了自然就有啦。您说是不是？哈哈。
220,有没有找女朋友？,哦，我最近忙着为国家做贡献，个人的事情还得再放放。毕竟，单身也是生产力嘛！您说是不是？哈哈。
221,有没有找女朋友？,哦，我这不是怕找到了女朋友，你们又要催我结婚嘛，所以先缓缓，给大家多点期待嘛。嘿嘿。
222,有没有找女朋友？,哎呀，这个问题嘛，感情这种事情，就像炒菜一样，得慢慢来，不能急火攻心，不然容易糊掉。我现在啊，还忙着给生活加调料呢，等哪天炒出了色香味俱全的人生大菜，一定第一时间请大家品尝。哈哈。
223,有没有找女朋友？,哎呀，现在哪有心思找女朋友啊，天天忙得跟什么似的，还是你们有福气，有空关心这些家长里短的事情。我这还得努力工作，争取早日让你们放心呢！
224,有没有找女朋友？,哎呀，这个问题嘛，时代不同了，现在都流行单身自由，一个人也能过得精彩嘛！您说是不是？哈哈。
225,有没有找女朋友？,"""哦，我这不是怕找到了女朋友，你们这些疼爱我的亲戚们会吃醋嘛。"""
226,有没有找女朋友？,哎呀，这个问题嘛，现在的我可是“单身贵族”，享受着自由的阳光，不着急呢，毕竟缘分这种事情，哪能说找就找呀，对吧？哈哈。
227,有没有找女朋友？,哦，我这不是怕耽误国家建设嘛，先把个人的事情放一放，得为国家的发展贡献点青春不是？嘿嘿。
228,有没有找女朋友？,哦，我这不是忙着给大家拜年嘛，女朋友的事就先放一边了。再说，现在的女朋友哪有你们这些亲戚重要啊，对吧？哈哈。
229,有没有找女朋友？,哎呀，这个问题真是让人害羞呢。我这不是还在忙事业嘛，毕竟“书中自有颜如玉”，先充实自己再说吧。您说对吧，亲戚？哈哈。
230,有没有找女朋友？,哎呀，这个问题嘛，现在的女朋友就是我的事业啦，一心一意先立业嘛，其他的就顺其自然啦。您说是不是？哈哈。
231,有没有找女朋友？,哦，我这不是怕耽误国家大事嘛，先把个人的小事放一放。您说对吧，毕竟咱们国家的发展才是头等大事嘛！
232,有没有找女朋友？,"""哦，我这不是忙着给大家拜年嘛，感情的事就随缘啦，您说是不是？"""
233,有没有找女朋友？,"""哦，我这不是怕找到了女朋友，就不能像现在这样专心陪亲戚们聊天了嘛。"""
234,有没有找女朋友？,哦，我最近忙着给祖国母亲庆生，还没顾得上给自己找个“伴儿”呢。您说是吧，哈哈。
235,有没有找女朋友？,哎呀，这个问题嘛，现在的年轻人哪，不像你们那时候，我们这都是忙事业，先立业后成家，不着急不着急。再说啦，这缘分天注定，急也急不来，是吧？哈哈。
236,有没有找女朋友？,哎呀，这个问题嘛，现在的女朋友就是我的事业啦，一心一意忙工作，恋爱这种事情，随缘吧～哈哈哈。
237,有没有找女朋友？,"""哦，我这不是忙着给大家拜年嘛，哪有时间去找女朋友呢？再说，现在国家都提倡晚婚晚育，我还想多为国家做点贡献呢！"""
238,有没有找女朋友？,哦，我这不是怕耽误国家大事嘛，先把个人的小事放一边，等国家建设需要我了，我再去考虑个人问题。嘿嘿，您说是吧？
239,有没有找女朋友？,哦，我最近忙着为国家做贡献，个人的事情就先放一边了，哈哈。您家的小家伙是不是又长高了不少呀？
240,有没有找女朋友？,哎呀，这个问题，现在的年轻人哪，不像你们那时候，我们这代人呀，都忙于事业，没时间也没精力去操心这些个人问题。有时候吧，缘分来了挡也挡不住，但谁知道它啥时候来呢，对吧？哈哈。
241,有没有找女朋友？,哦，我这不是怕耽误国家大事嘛，先把个人问题放一边，等国家建设需要我的时候，我再考虑考虑。嘿嘿，您说是吧？
242,有没有找女朋友？,哦，我这不是怕耽误国家大事嘛，先把个人的小事放一边，等国家需要我的时候，我再考虑考虑。哈哈，您说是吧？
243,有没有找女朋友？,"""哦，我这不是怕找到了女朋友，你们这些亲戚就没人陪我聊天了吗？"""
244,有没有找女朋友？,哦，我这不是怕找到了女朋友，你们这些疼爱我的亲戚们会吃醋嘛～毕竟你们的关心才是我最想要的“恋爱”呀！
245,有没有找女朋友？,哦，我这不是怕找到了女朋友，你们这些疼爱我的亲戚们会吃醋嘛～还是先专心孝顺长辈们吧！哈哈。
246,有没有找女朋友？,哎呀，这个问题嘛，现在的年轻人都在追求事业，先立业后成家嘛，我这不还在努力搬砖嘛，哪有那么多时间去管儿女情长呢。您说是不是？哈哈。
247,有没有找女朋友？,哎呀，现在这个年代，找女朋友哪有找工作难啊，我还是先忙事业吧，毕竟不是谁都能遇到像您家这样和谐的家庭氛围，让我羡慕不已呢。
248,有没有找女朋友？,哎呀，这个问题真是太及时了！我这不是正忙着成为最好的自己嘛，女朋友这种事，得看缘分不是？说不定哪天缘分到了，就直接从天而降了呢。哈哈，您说是不是？
249,有没有找女朋友？,哎呀，我这不是怕找到了女朋友，你们这些疼爱我的亲戚们会吃醋嘛，所以还是单身贵族，享受一个人的自由时光呢。
250,有没有找女朋友？,哎呀，这个问题嘛，现在的女朋友就是我的工作啦，忙得都没时间找“女朋友”呢。呵呵，您说是不是？
251,有没有找女朋友？,哎呀，这个问题真是让人害羞呢。我这不是正在等国家分配嘛，等国家大事解决了，个人问题自然也就水到渠成了。您说是不是？哈哈。
252,有没有找女朋友？,哦，我这不是怕女朋友耽误我孝顺你们嘛，毕竟你们才是我最重要的“女朋友”啊。哈哈。
253,有没有找女朋友？,哎呀，这个问题嘛，时代不同了，现在都流行单身自由，不是吗？我觉得一个人也能过得精彩，不着急给自己贴上标签啦。再说，缘分这东西，强求不来，您说是不是？哈哈。
254,有没有找女朋友？,哎呀，现在哪有心思找女朋友啊，天天忙得跟什么似的，事业为重嘛，你们说是吧？哈哈。
255,有没有找女朋友？,哦，我这不是怕找到了女朋友，你们这些疼爱我的亲戚们会吃醋嘛！毕竟你们的关心才是我最珍贵的“恋爱”呀。
256,有没有找女朋友？,哦，我这不是怕耽误国家建设嘛，得先专心学习，努力工作，为社会主义现代化建设贡献自己的力量。感情的事，不急不急。
257,有没有找女朋友？,"""哦，我最近忙着给我的事业找女朋友呢，看来它比我更急着脱单啊！"""
258,有没有找女朋友？,哦，我这不是怕耽误国家大事嘛，先把个人问题放一边，等国家建设需要我的时候，我再去考虑这些小事。嘿嘿，您说是吧？
259,有没有找女朋友？,哦，我这不是忙着给大家拜年嘛，哪有时间去找什么女朋友啊。再说，现在不是流行“单身贵族”嘛，我也想体验体验被大家宠爱的感觉。嘿嘿。
260,有没有找女朋友？,哦，我这不是忙着给大家拜年嘛，女朋友的事就先放一边了。现在都流行“单身贵族”，我也赶赶潮流嘛。您说是不是？哈哈。
261,有没有找女朋友？,哎呀，这个问题嘛，现在的年轻人都在追求事业，毕竟“一心不能二用”嘛，等什么时候缘分到了，自然就有消息了。您说是不是？哈哈。
262,有没有找女朋友？,哦，我这不是怕耽误国家建设嘛，还是先专心学习，给国家做贡献要紧！谈恋爱这种事，不急不急。
263,有没有找女朋友？,哦，我这不是怕女朋友耽误我孝顺您们嘛，还是先专心给您们拜年要紧！
264,有没有找女朋友？,哎呀，现在哪有心思考虑这些，天天忙得跟什么似的，女朋友这种事情，随缘吧～反正不像您家孩子那么优秀，早早地就安排得明明白白的。
265,有没有找女朋友？,"""哦，我这不是忙着给国家建设做贡献嘛，个人问题就先放一边了。"""
266,有没有找女朋友？,"""哦，我这不是正在努力找呢嘛，毕竟现在都要忙事业，哪儿有那么多时间呢。不像您家孩子，真是让人羡慕啊，什么时候也教教我？"""
267,有没有找女朋友？,哦，我这不是正在努力成为最好的自己嘛，等哪天我足够好了，估计女朋友就会从天而降了。哈哈，您说是不是？
268,有没有找女朋友？,哎呀，这个问题嘛，现在的女朋友就是我的事业啦，先得好好拼搏，才能更好地照顾未来的她嘛！您说是吧？哈哈。
269,有没有找女朋友？,哦，我这不是怕耽误国家建设嘛，得先专心学习，为国家做贡献。您说对吧？哈哈。
270,有没有找女朋友？,哦，我这不是怕耽误国家建设嘛，先把个人的事情放一放，一心一意跟着国家的发展步伐走。您说对吧？
271,有没有找女朋友？,"""哦，我这不是忙着给大家拜年嘛，感情的事就随缘啦，您说呢？"""
272,有没有找女朋友？,哎呀，这个问题嘛，感情这种事情，就像煮开水，急不得的，得慢慢升温，不然容易溢出来。我现在还在享受单身的“清福”呢，不急不急。您说是吧？哈哈哈。
273,有没有找女朋友？,"""哦，我这不是怕找到了女朋友，就抢了你们的关注嘛，毕竟在你们心里我永远是小孩子嘛。"""
274,有没有找女朋友？,哎呀，这个问题嘛，现在的我可是忙于事业，毕竟“一心不能二用”，等什么时候国家分配了，我肯定第一时间告诉大家。嘿嘿，您说是不是？
275,有没有找女朋友？,哦，我这不是正在找嘛，找到了的话，肯定第一个通知您老人家来喝喜酒啊！现在还在努力“拓展人脉”呢，哈哈。
276,有没有找女朋友？,哦，我这不是怕耽误国家建设嘛，得先专心致志地学好本领，为国家做贡献。感情的事，不急不急。
277,有没有找女朋友？,哦，我这不是忙着给大家拜年嘛，哪有时间去找什么女朋友啊。再说，现在国家都提倡晚婚晚育，我还想多为国家做点贡献呢！
278,有没有找女朋友？,哦，我这不是怕耽误国家建设嘛，先把个人问题放一边，等国家需要我的时候，我再考虑考虑。嘿嘿，您说是吧？
279,有没有找女朋友？,哦，我这不是怕耽误国家建设嘛，先把个人的小事放一边，等国家大事稳定了再说。您说是吧，哈哈。
280,有没有找女朋友？,"""哦，我这不是正在全球范围内选拔嘛，标准太高了，一时半会儿还没找到合适的候选人呢。"""
281,有没有找女朋友？,哦，我这不是正在努力找呢嘛，毕竟现在都要忙事业，不像您那时候那么容易遇到意中人，对吧？哈哈。
282,有没有找女朋友？,哎呀，这个问题嘛，现在的年轻人哪，不像你们那时候，我们这都是要先成为更好的自己，才能遇到更好的人嘛。再说，国家都提倡晚婚晚育，我这不也是在响应国家政策嘛。嘿嘿。
283,有没有找女朋友？,哦，我这不是怕耽误国家大事嘛，先把个人的小事放一边，等国家建设需要我了，我再来考虑个人问题。嘿嘿，您说对吧？
284,有没有找女朋友？,"""哎呀，这个问题嘛，现在的重点是事业嘛，爱情这种事情，随缘啦～"""
285,有没有找女朋友？,哎呀，这个问题嘛，现在的年轻人不都是先立业后成家吗？我还在忙着自己的“事业”呢，恋爱这种事，随缘吧～哈哈。
286,有没有找女朋友？,哎呀，这个问题真是让人害羞呢。我这不是正忙着成为更好的自己嘛，等缘分到了，自然就会有了。现在啊，我还是先专心给国家做贡献，给家里争光吧！
287,有没有找女朋友？,哦，我这不是怕耽误国家建设嘛，先把个人问题放一边，等国家需要我的时候，我再考虑个人问题。嘿嘿，您说是吧？
288,有没有找女朋友？,哦，我这不是怕女朋友耽误我孝顺您们嘛，还是先专心陪亲戚们过年要紧！
